"Date","Day","Month","Year","Transect","East","West","Offshore_Inshore"
2004-01-01,1,1,2004,"CapeByron",25.5799999237061,NA,NA
2004-01-01,1,1,2004,"DiamondHead",NA,NA,NA
2004-01-01,1,1,2004,"EvansHead",25.6849994659424,24.6849994659424,1
2004-01-01,1,1,2004,"NorthSolitary",NA,24.2399997711182,NA
2004-01-02,2,1,2004,"CapeByron",NA,NA,NA
2004-01-02,2,1,2004,"DiamondHead",26.1200008392334,23.9349994659424,2.185001373291
2004-01-02,2,1,2004,"EvansHead",NA,NA,NA
2004-01-02,2,1,2004,"NorthSolitary",NA,24.8400001525879,NA
2004-01-03,3,1,2004,"CapeByron",25.1700000762939,NA,NA
2004-01-03,3,1,2004,"DiamondHead",25.5200004577637,25.7600002288818,-0.2399997711181
2004-01-03,3,1,2004,"EvansHead",25.5849990844727,NA,NA
2004-01-03,3,1,2004,"NorthSolitary",NA,24.1700000762939,NA
2004-01-04,4,1,2004,"CapeByron",NA,NA,NA
2004-01-04,4,1,2004,"DiamondHead",NA,NA,NA
2004-01-04,4,1,2004,"EvansHead",NA,NA,NA
2004-01-04,4,1,2004,"NorthSolitary",NA,NA,NA
2004-01-05,5,1,2004,"CapeByron",25.7000007629395,25.4750003814697,0.225000381469798
2004-01-05,5,1,2004,"DiamondHead",NA,NA,NA
2004-01-05,5,1,2004,"EvansHead",25.7250003814697,24.7900009155273,0.934999465942401
2004-01-05,5,1,2004,"NorthSolitary",25.1749992370605,NA,NA
2004-01-06,6,1,2004,"CapeByron",NA,25.1200008392334,NA
2004-01-06,6,1,2004,"DiamondHead",NA,NA,NA
2004-01-06,6,1,2004,"EvansHead",25.0949993133545,23.9500007629395,1.144998550415
2004-01-06,6,1,2004,"NorthSolitary",NA,NA,NA
2004-01-07,7,1,2004,"CapeByron",NA,NA,NA
2004-01-07,7,1,2004,"DiamondHead",NA,NA,NA
2004-01-07,7,1,2004,"EvansHead",NA,NA,NA
2004-01-07,7,1,2004,"NorthSolitary",NA,NA,NA
2004-01-08,8,1,2004,"CapeByron",NA,NA,NA
2004-01-08,8,1,2004,"DiamondHead",NA,NA,NA
2004-01-08,8,1,2004,"EvansHead",NA,NA,NA
2004-01-08,8,1,2004,"NorthSolitary",NA,NA,NA
2004-01-09,9,1,2004,"CapeByron",NA,NA,NA
2004-01-09,9,1,2004,"DiamondHead",24.9799995422363,24.9950008392334,-0.0150012969970987
2004-01-09,9,1,2004,"EvansHead",NA,NA,NA
2004-01-09,9,1,2004,"NorthSolitary",24.3150005340576,24.0849990844727,0.230001449584901
2004-01-10,10,1,2004,"CapeByron",NA,NA,NA
2004-01-10,10,1,2004,"DiamondHead",25.6800003051758,23.7649993896484,1.9150009155274
2004-01-10,10,1,2004,"EvansHead",NA,NA,NA
2004-01-10,10,1,2004,"NorthSolitary",NA,NA,NA
2004-01-11,11,1,2004,"CapeByron",NA,NA,NA
2004-01-11,11,1,2004,"DiamondHead",NA,NA,NA
2004-01-11,11,1,2004,"EvansHead",NA,NA,NA
2004-01-11,11,1,2004,"NorthSolitary",NA,NA,NA
2004-01-12,12,1,2004,"CapeByron",27.5400009155273,27.0049991607666,0.5350017547607
2004-01-12,12,1,2004,"DiamondHead",NA,NA,NA
